comuna,ica,fecha,id
comuna 3,92,2024-06-23,42936
comuna 11,88,2024-01-30,10110
comuna 1,84,2024-06-23,37400
comuna 2,92,2024-06-23,34548
comuna 15,29,2024-07-31,36760
comuna 14,98,2024-07-31,37291
comuna 1,61,2024-01-30,29571
comuna 16,33,2024-07-31,6784
comuna 8,72,2024-01-30,15585
comuna 4,52,2024-06-25,20273
comuna 3,43,2024-06-23,28487
comuna 10,98,2024-07-31,2651
comuna 12,26,2024-06-23,17489
comuna 13,76,2024-07-31,11066
comuna 5,81,2024-01-30,38962
comuna 5,67,2024-01-30,47807
comuna 12,37,2024-06-25,32368
comuna 15,62,2024-01-30,44915
comuna 6,72,2024-01-30,10657
comuna 4,44,2024-06-25,26948
comuna 8,23,2024-06-25,35950
comuna 12,16,2024-01-30,20092
comuna 5,78,2024-06-25,656
comuna 6,62,2024-07-31,38550
comuna 8,64,2024-06-25,10966
comuna 4,81,2024-07-31,2516
comuna 4,80,2024-01-30,19176
comuna 7,71,2024-06-25,47359
comuna 15,67,2024-06-23,44748
comuna 14,30,2024-06-25,34582
comuna 7,65,2024-07-31,40951
comuna 7,61,2024-06-23,43116
comuna 9,26,2024-07-31,47763
comuna 12,28,2024-01-30,44062
comuna 14,79,2024-01-30,18408
comuna 8,26,2024-01-30,47019
comuna 13,49,2024-01-30,27505
comuna 16,94,2024-06-23,1309
comuna 7,65,2024-07-31,39054
comuna 1,24,2024-06-23,42337
comuna 14,95,2024-01-30,20170
comuna 3,57,2024-06-25,19230
comuna 13,18,2024-06-25,43540
comuna 6,44,2024-01-30,30333
comuna 1,89,2024-06-25,3441
comuna 4,77,2024-06-23,44146
comuna 2,87,2024-06-25,2800
comuna 11,46,2024-01-30,14925
comuna 13,44,2024-07-31,30943
comuna 10,56,2024-01-30,44243
comuna 15,63,2024-06-25,12433
comuna 14,95,2024-07-31,44031
comuna 5,48,2024-06-25,24034
comuna 11,31,2024-01-30,12645
comuna 9,73,2024-01-30,13081
comuna 13,14,2024-06-23,38541
comuna 13,50,2024-06-23,9569
comuna 7,61,2024-06-23,31356
comuna 12,85,2024-07-31,17556
comuna 2,44,2024-07-31,35353
comuna 11,54,2024-07-31,26249
comuna 5,38,2024-06-25,41470
comuna 8,88,2024-07-31,41043
comuna 2,64,2024-06-25,9844
comuna 1,80,2024-06-25,48533
comuna 2,92,2024-06-23,31831
comuna 9,90,2024-06-23,43380
comuna 2,30,2024-06-25,5405
comuna 5,15,2024-07-31,11421
comuna 7,34,2024-06-25,21881
comuna 1,28,2024-06-23,39658
comuna 2,59,2024-07-31,19559
comuna 1,53,2024-06-25,14834
comuna 5,44,2024-01-30,35898
comuna 3,75,2024-07-31,4655
comuna 12,16,2024-07-31,38268
comuna 11,69,2024-01-30,42889
comuna 5,60,2024-07-31,12738
comuna 10,61,2024-01-30,5876
comuna 16,46,2024-06-25,38502
comuna 6,63,2024-06-25,39547
comuna 13,12,2024-06-23,35373
comuna 8,97,2024-06-25,2660
comuna 2,15,2024-07-31,47173
comuna 6,10,2024-01-30,2958
comuna 10,93,2024-06-25,48860
comuna 8,93,2024-06-23,37738
comuna 13,99,2024-01-30,6208
comuna 4,91,2024-07-31,29077
comuna 16,86,2024-06-23,32904
comuna 16,96,2024-06-23,39482
comuna 13,11,2024-06-23,17802
comuna 9,87,2024-06-25,9641
comuna 8,15,2024-06-25,5512
comuna 14,64,2024-06-23,23542
comuna 8,13,2024-07-31,17584
comuna 4,40,2024-01-30,16962
comuna 14,43,2024-06-23,4169
comuna 12,81,2024-06-23,7368
comuna 10,70,2024-06-25,41794
comuna 5,97,2024-06-25,8673
comuna 16,46,2024-07-31,1393
comuna 14,96,2024-06-23,44436
comuna 7,64,2024-01-30,9429
comuna 12,67,2024-06-25,5965
comuna 4,36,2024-01-30,19826
comuna 12,73,2024-06-25,45520
comuna 11,51,2024-06-25,13297
comuna 9,37,2024-07-31,5656
comuna 8,74,2024-01-30,14506
comuna 4,20,2024-01-30,30074
comuna 4,24,2024-06-25,7737
comuna 13,22,2024-01-30,42314
comuna 2,96,2024-01-30,5204
comuna 6,49,2024-06-23,33676
comuna 6,59,2024-01-30,24535
comuna 11,30,2024-06-25,1328
comuna 6,50,2024-06-23,49813
comuna 6,15,2024-07-31,42668
comuna 4,46,2024-07-31,11223
comuna 14,70,2024-01-30,16478
comuna 5,79,2024-06-23,6079
comuna 14,63,2024-06-25,7975
comuna 1,47,2024-01-30,34383
comuna 14,24,2024-06-25,36351
comuna 15,61,2024-07-31,40809
comuna 3,10,2024-07-31,16654
comuna 1,93,2024-07-31,45738
comuna 13,15,2024-06-25,28319
comuna 9,43,2024-07-31,33105
comuna 16,35,2024-06-23,38807
comuna 14,37,2024-06-23,28537
comuna 13,43,2024-06-25,44231
comuna 5,57,2024-06-23,45536
comuna 3,72,2024-06-25,2316
comuna 11,74,2024-01-30,23395
comuna 3,15,2024-06-25,11653
comuna 14,56,2024-01-30,29305
comuna 12,48,2024-06-23,36996
comuna 1,44,2024-07-31,232
comuna 3,79,2024-01-30,49390
comuna 6,59,2024-06-25,21742
comuna 16,91,2024-01-30,44157
comuna 9,99,2024-06-25,27553
comuna 9,57,2024-06-23,29490
comuna 1,85,2024-07-31,44413
comuna 1,49,2024-07-31,37891
comuna 8,97,2024-06-25,3971
comuna 12,93,2024-01-30,11990
comuna 9,14,2024-07-31,25812
comuna 4,81,2024-06-23,20019
comuna 16,44,2024-01-30,10262
comuna 6,76,2024-06-25,28171
comuna 12,38,2024-01-30,100
comuna 12,76,2024-06-23,43302
comuna 13,89,2024-06-25,14099
comuna 12,58,2024-06-23,34627
comuna 3,78,2024-07-31,48801
comuna 11,100,2024-06-23,27739
comuna 1,57,2024-06-25,40544
comuna 2,38,2024-06-25,44314
comuna 9,23,2024-01-30,24907
comuna 13,11,2024-06-25,17674
comuna 4,99,2024-06-23,27017
comuna 6,97,2024-01-30,35175
comuna 12,16,2024-06-23,41134
comuna 15,63,2024-01-30,43415
comuna 4,29,2024-06-23,8734
comuna 7,60,2024-06-23,32609
comuna 2,57,2024-07-31,47268
comuna 9,57,2024-07-31,45704
comuna 9,33,2024-06-23,12246
comuna 11,27,2024-07-31,14571
comuna 3,42,2024-06-25,14292
comuna 3,90,2024-07-31,22501
comuna 8,83,2024-06-25,30331
comuna 14,18,2024-07-31,6251
comuna 15,87,2024-01-30,30694
comuna 15,26,2024-06-23,16201
comuna 10,26,2024-06-23,6471
comuna 8,45,2024-07-31,32248
comuna 15,71,2024-01-30,14464
comuna 7,99,2024-06-23,15668
comuna 3,37,2024-01-30,30978
comuna 8,26,2024-01-30,32385
comuna 1,69,2024-01-30,8634
comuna 3,90,2024-06-23,36104
comuna 7,72,2024-06-25,44842
comuna 14,48,2024-06-23,2561
comuna 2,33,2024-06-23,36724
comuna 12,30,2024-01-30,12986
comuna 3,82,2024-01-30,45773
comuna 1,68,2024-07-31,44930
comuna 2,41,2024-06-23,25770
comuna 11,76,2024-06-23,19149
comuna 3,97,2024-07-31,36656
comuna 7,68,2024-06-25,46319
comuna 3,78,2024-01-30,46386
comuna 7,96,2024-01-30,10690
comuna 15,53,2024-06-25,41783
comuna 4,40,2024-07-31,5211
comuna 8,14,2024-07-31,39801
comuna 3,72,2024-06-23,30161
comuna 1,89,2024-01-30,12374
comuna 8,63,2024-06-25,28850
comuna 13,49,2024-06-25,10218
comuna 8,27,2024-01-30,26197
comuna 7,62,2024-01-30,11884
comuna 2,41,2024-07-31,27533
comuna 6,10,2024-01-30,8497
comuna 7,64,2024-01-30,13994
comuna 12,95,2024-06-25,37281
comuna 9,69,2024-06-23,24720
comuna 11,35,2024-01-30,30287
comuna 14,93,2024-07-31,13788
comuna 15,72,2024-07-31,33040
comuna 1,56,2024-01-30,24499
comuna 12,54,2024-06-23,26862
comuna 12,49,2024-06-25,37817
comuna 9,17,2024-06-23,49906
comuna 4,79,2024-06-23,22535
comuna 9,42,2024-07-31,25935
comuna 7,38,2024-06-25,17181
comuna 12,58,2024-06-23,33961
comuna 14,41,2024-06-25,41811
comuna 14,14,2024-07-31,1613
comuna 8,51,2024-01-30,4384
comuna 14,81,2024-06-23,42800
comuna 6,17,2024-06-25,33417
comuna 11,44,2024-01-30,33730
comuna 16,84,2024-01-30,345
comuna 9,57,2024-07-31,41978
comuna 16,19,2024-06-23,3562
comuna 1,79,2024-06-25,29870
comuna 5,20,2024-07-31,37349
comuna 3,31,2024-01-30,46138
comuna 8,13,2024-07-31,11706
comuna 12,56,2024-06-23,41659
comuna 7,15,2024-06-25,41661
comuna 15,12,2024-01-30,5776
comuna 4,57,2024-01-30,35659
comuna 3,20,2024-07-31,28695
comuna 12,44,2024-01-30,12473
comuna 16,43,2024-06-25,6756
comuna 1,66,2024-06-23,18141
comuna 4,82,2024-06-25,17893
comuna 1,23,2024-06-23,19566
comuna 7,82,2024-07-31,32656
comuna 4,56,2024-07-31,38309
comuna 12,19,2024-01-30,45338
comuna 11,86,2024-01-30,860
comuna 16,25,2024-06-25,25615
comuna 2,91,2024-07-31,26581
comuna 4,92,2024-06-25,533
comuna 3,88,2024-01-30,28313
comuna 10,71,2024-06-25,20957
comuna 5,93,2024-01-30,6148
comuna 3,12,2024-01-30,49354
comuna 13,70,2024-06-23,22222
comuna 15,29,2024-01-30,13193
comuna 6,14,2024-06-25,24262
comuna 2,30,2024-06-23,44439
comuna 3,93,2024-01-30,21031
comuna 10,31,2024-06-23,20338
comuna 15,12,2024-06-23,29465
comuna 13,81,2024-06-25,27717
comuna 14,53,2024-06-25,7187
comuna 9,33,2024-01-30,2500
comuna 8,26,2024-06-23,5947
comuna 15,53,2024-01-30,12397
comuna 9,12,2024-07-31,7043
comuna 11,75,2024-06-25,39578
comuna 3,94,2024-06-23,45737
comuna 5,70,2024-01-30,10663
comuna 15,39,2024-07-31,31550
comuna 11,70,2024-01-30,36289
comuna 13,28,2024-07-31,19503
comuna 5,21,2024-06-25,29746
comuna 1,64,2024-06-25,44475
comuna 6,11,2024-07-31,30697
comuna 11,16,2024-06-25,41521
comuna 8,74,2024-07-31,43188
comuna 15,100,2024-06-25,46861
comuna 13,56,2024-06-25,47788
comuna 15,31,2024-07-31,31587
comuna 6,61,2024-06-25,2860
comuna 4,76,2024-06-23,37926
comuna 10,96,2024-06-23,41136
comuna 1,92,2024-06-23,22949
comuna 6,44,2024-01-30,26848
comuna 9,81,2024-06-25,40577
comuna 10,98,2024-07-31,15769
comuna 2,91,2024-07-31,37690
comuna 6,66,2024-06-25,46720
comuna 8,90,2024-06-23,31809
comuna 10,37,2024-07-31,22436
comuna 11,81,2024-06-23,40729
comuna 15,88,2024-01-30,6229
comuna 12,77,2024-06-23,26237
comuna 13,68,2024-06-25,12050
comuna 10,76,2024-06-23,2075
comuna 12,40,2024-07-31,5674
comuna 10,50,2024-06-25,10918
comuna 3,38,2024-07-31,7543
comuna 10,62,2024-07-31,20440
comuna 9,45,2024-06-23,38670
comuna 13,71,2024-06-25,42098
comuna 5,98,2024-06-25,49320
comuna 14,99,2024-06-23,24294
comuna 12,24,2024-06-23,47134
comuna 4,66,2024-06-23,19527
comuna 3,22,2024-07-31,23978
comuna 6,40,2024-06-25,20847
comuna 8,29,2024-07-31,35405
comuna 1,93,2024-07-31,8262
comuna 9,15,2024-01-30,13624
comuna 16,56,2024-06-23,11084
comuna 9,38,2024-01-30,38098
comuna 4,15,2024-06-23,2495
comuna 12,56,2024-01-30,42102
comuna 14,43,2024-01-30,49342
comuna 6,45,2024-07-31,41963
comuna 14,74,2024-06-25,36848
comuna 2,91,2024-06-23,2743
comuna 15,62,2024-01-30,6089
comuna 4,72,2024-07-31,30702
comuna 9,61,2024-06-23,6376
comuna 7,90,2024-01-30,33817
comuna 13,46,2024-01-30,17712
comuna 10,93,2024-01-30,17596
comuna 12,84,2024-06-25,34428
comuna 12,21,2024-06-23,34251
comuna 5,15,2024-07-31,4112
comuna 2,85,2024-07-31,43173
comuna 15,41,2024-06-25,29712
comuna 15,19,2024-06-25,1873
comuna 4,51,2024-06-25,37620
comuna 2,31,2024-01-30,22812
comuna 6,22,2024-06-23,48477
comuna 3,96,2024-06-23,22351
comuna 11,99,2024-06-23,18888
comuna 6,94,2024-07-31,16645
comuna 9,60,2024-06-23,2527
comuna 11,95,2024-06-23,33044
comuna 3,19,2024-01-30,47466
comuna 4,77,2024-06-23,38299
comuna 9,45,2024-07-31,48562
comuna 14,12,2024-06-25,6627
comuna 2,73,2024-06-25,39465
comuna 5,22,2024-01-30,19367
comuna 1,57,2024-01-30,27921
comuna 1,36,2024-06-25,40942
comuna 14,68,2024-01-30,33110
comuna 15,33,2024-06-23,36079
comuna 12,44,2024-06-25,49827
comuna 7,53,2024-07-31,34150
comuna 15,20,2024-06-23,46527
comuna 12,96,2024-07-31,34661
comuna 1,30,2024-06-25,15188
comuna 8,22,2024-01-30,24944
comuna 2,96,2024-01-30,48096
comuna 5,91,2024-06-25,47588
comuna 1,95,2024-06-23,41986
comuna 10,12,2024-07-31,7517
comuna 4,79,2024-01-30,31922
comuna 13,78,2024-07-31,17665
comuna 11,95,2024-07-31,49849
comuna 2,88,2024-01-30,34596
comuna 16,58,2024-06-23,20911
comuna 5,59,2024-07-31,27533
comuna 9,95,2024-01-30,35258
comuna 12,28,2024-06-23,37221
comuna 2,87,2024-01-30,33647
comuna 15,22,2024-06-23,45005
comuna 5,47,2024-06-23,12306
comuna 5,46,2024-01-30,7532
comuna 4,38,2024-07-31,44460
comuna 11,80,2024-01-30,29277
comuna 4,26,2024-07-31,38109
comuna 5,55,2024-07-31,4639
comuna 12,89,2024-06-23,19254
comuna 6,68,2024-07-31,16978
comuna 13,35,2024-01-30,10000
comuna 10,45,2024-07-31,28514
comuna 14,68,2024-06-23,3819
comuna 8,69,2024-06-23,34668
comuna 1,18,2024-07-31,10998
comuna 1,65,2024-06-23,39640
comuna 15,87,2024-06-25,17618
comuna 9,55,2024-06-25,1146
comuna 4,56,2024-01-30,43431
comuna 12,39,2024-07-31,18549
comuna 10,86,2024-07-31,45706
comuna 5,87,2024-07-31,1508
comuna 3,31,2024-01-30,46678
comuna 1,96,2024-06-23,10533
comuna 6,45,2024-07-31,8232
comuna 13,17,2024-07-31,43798
comuna 12,28,2024-07-31,22129
comuna 16,28,2024-06-23,34012
comuna 7,85,2024-07-31,15483
comuna 7,39,2024-06-25,38400
comuna 10,55,2024-07-31,33420
comuna 6,73,2024-06-23,12284
comuna 10,53,2024-06-25,12874
comuna 10,63,2024-06-23,16981
comuna 5,58,2024-06-25,28788
comuna 2,37,2024-07-31,49389
comuna 8,95,2024-06-25,1452
comuna 14,30,2024-07-31,38325
comuna 4,45,2024-06-25,3637
comuna 15,35,2024-07-31,7423
comuna 15,99,2024-07-31,32073
comuna 12,54,2024-01-30,25499
comuna 15,77,2024-01-30,17885
comuna 7,60,2024-07-31,23225
comuna 12,36,2024-06-23,3427
comuna 10,68,2024-07-31,22046
comuna 4,94,2024-06-25,11319
comuna 16,34,2024-07-31,45179
comuna 5,78,2024-06-23,4723
comuna 10,93,2024-01-30,8173
comuna 15,94,2024-06-25,38335
comuna 7,37,2024-07-31,26163
comuna 13,66,2024-07-31,36766
comuna 1,36,2024-07-31,179
comuna 13,50,2024-06-25,40747
comuna 12,100,2024-07-31,41123
comuna 11,52,2024-07-31,39425
comuna 14,76,2024-06-25,48149
comuna 1,98,2024-06-25,22528
comuna 16,28,2024-01-30,22216
comuna 10,60,2024-06-25,15504
comuna 5,32,2024-07-31,7297
comuna 13,43,2024-06-25,18347
comuna 6,20,2024-07-31,42009
comuna 7,89,2024-06-23,23594
comuna 13,33,2024-07-31,49920
comuna 11,95,2024-01-30,47760
comuna 5,77,2024-07-31,39444
comuna 11,42,2024-06-25,32790
comuna 2,84,2024-07-31,40389
comuna 9,79,2024-01-30,23348
comuna 14,74,2024-01-30,8542
comuna 3,57,2024-06-25,47844
comuna 15,25,2024-07-31,2899
comuna 10,60,2024-06-25,23345
comuna 10,60,2024-06-25,39577
comuna 6,20,2024-06-23,33306
comuna 15,38,2024-01-30,25489
comuna 13,28,2024-01-30,9623
comuna 14,74,2024-07-31,21661
comuna 5,97,2024-07-31,20230
comuna 11,61,2024-06-25,11961
comuna 6,33,2024-06-25,6402
comuna 5,38,2024-01-30,20914
comuna 15,57,2024-01-30,7034
comuna 9,71,2024-06-23,46418
comuna 1,44,2024-06-25,12948
comuna 4,18,2024-06-23,11240
comuna 8,66,2024-06-23,34602
comuna 10,56,2024-01-30,36224
comuna 14,18,2024-07-31,10194
comuna 16,31,2024-06-25,3832
comuna 11,92,2024-06-25,22406
comuna 13,46,2024-06-25,25000
comuna 12,86,2024-07-31,30462
comuna 12,82,2024-06-25,48180
comuna 16,24,2024-06-25,42533
comuna 3,76,2024-01-30,4685
comuna 16,97,2024-01-30,13702
comuna 12,61,2024-06-25,46490
comuna 11,32,2024-06-25,7525
comuna 10,53,2024-07-31,36752
comuna 15,47,2024-06-25,16362
comuna 4,80,2024-06-25,38456
comuna 8,12,2024-06-23,41146
comuna 15,15,2024-07-31,23247
comuna 7,95,2024-06-25,28174
comuna 8,18,2024-01-30,2622
comuna 13,51,2024-07-31,42115
comuna 14,17,2024-01-30,8167
comuna 9,89,2024-01-30,31602
comuna 11,84,2024-06-23,24915
comuna 5,46,2024-06-25,6278
comuna 10,79,2024-07-31,28933
comuna 3,48,2024-06-23,35896
comuna 1,65,2024-06-25,14425
comuna 12,61,2024-06-25,37799
comuna 2,32,2024-01-30,548
comuna 12,20,2024-01-30,20678
comuna 2,51,2024-06-23,24229
comuna 3,66,2024-07-31,30538
comuna 1,63,2024-06-23,25913
comuna 7,62,2024-06-23,40352
comuna 5,34,2024-01-30,49373
comuna 13,68,2024-07-31,25663
comuna 3,38,2024-07-31,49679
comuna 11,53,2024-06-23,21226
comuna 10,50,2024-06-25,30538
comuna 8,12,2024-07-31,41172
comuna 10,40,2024-07-31,35927
comuna 3,88,2024-06-23,11074
comuna 14,65,2024-06-25,15801
comuna 1,88,2024-07-31,26307
comuna 7,17,2024-01-30,27575
comuna 7,46,2024-01-30,336
comuna 5,75,2024-01-30,46836
comuna 9,16,2024-01-30,14411
comuna 11,58,2024-06-25,22208
comuna 14,27,2024-06-23,45102
comuna 15,67,2024-06-25,36887
comuna 1,91,2024-01-30,17848
comuna 12,31,2024-06-23,28822
comuna 16,72,2024-06-23,44278
comuna 6,85,2024-06-23,32625
comuna 12,58,2024-06-23,22076
comuna 16,64,2024-06-25,41995
comuna 9,43,2024-07-31,13831
comuna 9,43,2024-07-31,117
comuna 4,84,2024-06-23,21800
comuna 3,20,2024-06-23,17401
comuna 15,64,2024-07-31,31797
comuna 16,95,2024-06-25,33082
comuna 14,81,2024-01-30,30042
comuna 3,67,2024-07-31,45188
comuna 7,46,2024-01-30,24621
comuna 15,29,2024-01-30,49944
comuna 15,29,2024-07-31,25065
comuna 2,49,2024-07-31,23349
comuna 2,84,2024-01-30,29561
comuna 6,75,2024-01-30,5141
comuna 16,55,2024-06-25,39485
comuna 5,56,2024-06-25,29234
comuna 7,19,2024-06-25,9659
comuna 1,56,2024-06-25,21703
comuna 15,75,2024-06-25,19073
comuna 4,74,2024-07-31,18929
comuna 1,19,2024-01-30,31783
comuna 12,24,2024-06-25,45278
comuna 1,50,2024-06-25,11760
comuna 9,83,2024-07-31,16018
comuna 1,11,2024-01-30,27904
comuna 5,97,2024-01-30,27373
comuna 6,89,2024-06-23,41489
comuna 11,17,2024-06-23,3759
comuna 4,67,2024-06-23,11302
comuna 5,90,2024-01-30,6606
comuna 4,13,2024-01-30,35565
comuna 2,33,2024-01-30,38070
comuna 12,57,2024-06-23,34822
comuna 15,79,2024-06-23,36332
comuna 15,26,2024-06-23,16619
comuna 10,68,2024-01-30,30049
comuna 2,42,2024-06-23,43462
comuna 9,10,2024-01-30,22192
comuna 11,13,2024-06-25,31081
comuna 15,73,2024-06-23,37511
comuna 7,22,2024-06-25,19854
comuna 2,14,2024-01-30,35695
comuna 6,56,2024-06-23,7622
comuna 16,44,2024-06-23,33010
comuna 16,44,2024-07-31,9424
comuna 1,90,2024-01-30,10175
comuna 6,62,2024-06-25,47564
comuna 6,77,2024-06-23,21970
comuna 12,28,2024-07-31,15269
comuna 3,70,2024-06-25,46512
comuna 11,25,2024-01-30,1158
comuna 8,18,2024-07-31,18344
comuna 4,39,2024-07-31,38578
comuna 2,36,2024-06-25,19577
comuna 10,94,2024-01-30,37210
comuna 9,88,2024-06-25,27580
comuna 12,19,2024-06-23,14085
comuna 5,49,2024-01-30,44277
comuna 8,91,2024-06-25,23411
comuna 2,72,2024-06-23,12383
comuna 10,12,2024-07-31,25992
comuna 3,68,2024-07-31,12090
comuna 2,80,2024-07-31,38472
comuna 1,34,2024-06-23,33031
comuna 1,73,2024-06-25,37633
comuna 7,53,2024-01-30,37182
comuna 10,30,2024-01-30,29088
comuna 9,73,2024-01-30,27278
comuna 9,96,2024-06-25,40977
comuna 16,23,2024-01-30,31678
comuna 5,98,2024-01-30,15142
comuna 14,89,2024-06-23,17849
comuna 16,45,2024-01-30,2003
comuna 16,70,2024-01-30,12049
comuna 8,76,2024-01-30,18337
comuna 5,77,2024-06-25,28491
comuna 9,58,2024-06-25,35199
comuna 1,91,2024-06-23,34817
comuna 6,14,2024-06-25,32396
comuna 6,100,2024-06-23,36968
comuna 4,77,2024-01-30,21185
comuna 7,60,2024-01-30,28047
comuna 15,99,2024-07-31,1695
comuna 8,51,2024-07-31,8112
comuna 12,94,2024-06-25,41447
comuna 3,60,2024-07-31,47321
comuna 6,17,2024-06-25,39964
comuna 3,62,2024-06-25,15505
comuna 7,80,2024-07-31,13599
comuna 15,11,2024-01-30,41436
comuna 8,71,2024-07-31,33689
comuna 10,49,2024-01-30,35084
comuna 8,69,2024-01-30,39586
comuna 11,21,2024-07-31,2784
comuna 5,56,2024-07-31,39809
comuna 16,20,2024-06-25,17292
comuna 13,67,2024-06-23,45326
comuna 8,42,2024-06-23,15533
comuna 14,22,2024-06-23,38501
comuna 4,46,2024-06-25,30040
comuna 1,26,2024-06-23,18692
comuna 4,65,2024-07-31,48024
comuna 10,89,2024-01-30,36842
comuna 13,39,2024-01-30,13367
comuna 8,74,2024-06-23,9925
comuna 15,55,2024-06-23,7870
comuna 9,22,2024-06-25,11455
comuna 8,75,2024-06-23,24148
comuna 9,45,2024-06-25,34836
comuna 15,31,2024-01-30,3796
comuna 4,12,2024-07-31,44516
comuna 9,77,2024-07-31,14015
comuna 8,55,2024-06-23,11225
comuna 8,31,2024-07-31,45370
comuna 12,34,2024-07-31,45717
comuna 13,90,2024-06-25,44707
comuna 2,61,2024-01-30,20113
comuna 7,76,2024-06-23,46526
comuna 1,69,2024-06-25,24070
comuna 4,24,2024-07-31,30742
comuna 3,26,2024-07-31,28311
comuna 9,98,2024-06-23,16299
comuna 3,17,2024-06-25,20341
comuna 3,83,2024-06-25,30623
comuna 7,14,2024-06-25,10976
comuna 6,94,2024-06-23,21224
comuna 9,74,2024-01-30,20320
comuna 16,39,2024-07-31,27295
comuna 15,13,2024-06-25,37630
comuna 3,83,2024-06-23,444
comuna 4,92,2024-06-25,30902
comuna 5,32,2024-06-25,4265
comuna 3,54,2024-01-30,42111
comuna 9,93,2024-06-23,48384
comuna 8,56,2024-06-25,20727
comuna 5,43,2024-06-25,46560
comuna 6,48,2024-06-23,16773
comuna 7,20,2024-06-25,44727
comuna 7,69,2024-01-30,7357
comuna 7,84,2024-06-23,448
comuna 7,69,2024-06-25,36380
comuna 15,70,2024-06-25,2160
comuna 4,28,2024-07-31,10505
comuna 2,72,2024-01-30,10731
comuna 5,13,2024-07-31,5737
comuna 12,27,2024-01-30,20193
comuna 5,51,2024-06-23,47860
comuna 16,70,2024-07-31,39378
comuna 2,45,2024-01-30,36409
comuna 10,82,2024-06-23,38882
comuna 7,13,2024-06-23,44030
comuna 2,15,2024-01-30,1057
comuna 8,68,2024-06-25,29910
comuna 14,17,2024-07-31,39454
comuna 13,80,2024-07-31,5132
comuna 3,30,2024-07-31,25803
comuna 12,55,2024-07-31,10675
comuna 2,47,2024-06-23,4408
comuna 1,85,2024-01-30,8011
comuna 14,79,2024-01-30,45441
comuna 6,93,2024-07-31,18258
comuna 8,72,2024-07-31,12559
comuna 12,82,2024-07-31,44318
comuna 14,60,2024-07-31,42290
comuna 14,58,2024-01-30,12484
comuna 10,34,2024-07-31,14793
comuna 2,42,2024-06-25,17187
comuna 7,83,2024-07-31,12213
comuna 14,50,2024-01-30,29047
comuna 2,23,2024-01-30,44302
comuna 10,26,2024-06-25,2682
comuna 4,13,2024-06-23,17469
comuna 8,17,2024-07-31,35166
comuna 14,16,2024-07-31,5170
comuna 15,30,2024-01-30,17359
comuna 16,95,2024-01-30,37881
comuna 15,93,2024-07-31,13043
comuna 10,91,2024-06-25,27741
comuna 7,66,2024-06-23,35960
comuna 16,27,2024-06-25,6005
comuna 1,13,2024-07-31,7218
comuna 14,24,2024-06-23,34313
comuna 15,63,2024-06-25,40261
comuna 7,61,2024-06-25,29898
comuna 8,10,2024-01-30,19526
comuna 12,31,2024-07-31,28050
comuna 14,76,2024-07-31,22605
comuna 16,91,2024-01-30,3039
comuna 7,57,2024-06-23,26694
comuna 6,23,2024-06-25,43883
comuna 4,82,2024-06-23,14715
comuna 4,52,2024-06-23,2615
comuna 15,75,2024-06-25,49210
comuna 1,100,2024-06-25,36410
comuna 16,96,2024-06-23,17401
comuna 16,70,2024-06-25,43650
comuna 4,74,2024-07-31,1484
comuna 16,52,2024-06-25,35159
comuna 4,52,2024-06-25,17382
comuna 4,80,2024-06-25,23957
comuna 13,60,2024-06-25,28774
comuna 2,27,2024-01-30,4617
comuna 14,38,2024-07-31,40055
comuna 2,81,2024-01-30,3727
comuna 8,19,2024-06-23,30586
comuna 13,42,2024-06-25,45276
comuna 15,29,2024-06-25,20816
comuna 15,88,2024-06-25,40190
comuna 3,20,2024-07-31,9974
comuna 4,49,2024-06-23,27032
comuna 12,76,2024-07-31,42638
comuna 11,38,2024-07-31,31884
comuna 6,41,2024-06-23,42076
comuna 8,59,2024-07-31,33390
comuna 13,53,2024-06-23,18962
comuna 16,89,2024-01-30,44607
comuna 6,52,2024-07-31,4831
comuna 15,72,2024-01-30,29711
comuna 5,83,2024-06-25,2788
comuna 8,10,2024-01-30,43060
comuna 2,62,2024-06-25,40414
comuna 6,31,2024-07-31,43052
comuna 8,63,2024-06-25,36880
comuna 15,76,2024-01-30,38164
comuna 1,66,2024-06-23,13706
comuna 12,59,2024-06-23,19516
comuna 10,74,2024-06-23,46194
comuna 10,80,2024-01-30,19408
comuna 14,61,2024-06-25,5916
comuna 10,46,2024-07-31,12700
comuna 2,95,2024-01-30,30312
comuna 8,92,2024-07-31,18885
comuna 11,63,2024-01-30,4371
comuna 13,79,2024-06-25,10364
comuna 8,36,2024-07-31,16623
comuna 6,94,2024-01-30,36101
comuna 9,87,2024-06-23,43052
comuna 4,63,2024-07-31,13813
comuna 11,78,2024-07-31,45400
comuna 8,27,2024-07-31,5983
comuna 15,59,2024-01-30,33744
comuna 13,55,2024-01-30,28259
comuna 14,28,2024-06-25,36583
comuna 12,34,2024-06-23,10821
comuna 16,60,2024-07-31,46832
comuna 9,95,2024-06-25,21692
comuna 14,94,2024-06-23,32052
comuna 12,39,2024-07-31,1752
comuna 3,100,2024-06-23,13909
comuna 7,17,2024-06-25,556
comuna 6,57,2024-07-31,34330
comuna 11,35,2024-01-30,27454
comuna 16,99,2024-06-25,47254
comuna 11,35,2024-07-31,47176
comuna 8,25,2024-06-23,25630
comuna 10,57,2024-07-31,38108
comuna 12,40,2024-01-30,25684
comuna 15,18,2024-06-25,49562
comuna 13,69,2024-01-30,38513
